date|time|visitor_team|visitor_pts|home_team|home_pts|box|ot|attendance
Wed, Feb 1, 2006|7:00p|New Jersey Nets|85|Cleveland Cavaliers|91|Box Score|19,460|
Wed, Feb 1, 2006|7:00p|Los Angeles Lakers|79|Indiana Pacers|105|Box Score|16,127|
Wed, Feb 1, 2006|7:00p|Los Angeles Clippers|106|Orlando Magic|94|Box Score|15,066|
Wed, Feb 1, 2006|7:00p|Washington Wizards|112|Toronto Raptors|117|Box Score|13,640|
Wed, Feb 1, 2006|7:30p|Phoenix Suns|102|Boston Celtics|94|Box Score|15,019|
Wed, Feb 1, 2006|7:30p|Atlanta Hawks|102|Charlotte Bobcats|92|Box Score|14,411|
Wed, Feb 1, 2006|7:30p|Minnesota Timberwolves|74|Detroit Pistons|90|Box Score|22,076|
Wed, Feb 1, 2006|8:00p|Dallas Mavericks|81|Memphis Grizzlies|80|Box Score|15,817|
Wed, Feb 1, 2006|8:00p|Chicago Bulls|95|New Orleans/Oklahoma City Hornets|100|Box Score|19,163|
Wed, Feb 1, 2006|8:30p|Milwaukee Bucks|84|Houston Rockets|86|Box Score|13,028|
Wed, Feb 1, 2006|9:00p|Denver Nuggets|90|Utah Jazz|103|Box Score|17,571|
Wed, Feb 1, 2006|10:00p|San Antonio Spurs|86|Portland Trail Blazers|82|Box Score|16,638|
Wed, Feb 1, 2006|10:00p|Golden State Warriors|107|Seattle SuperSonics|111|Box Score|14,703|
Thu, Feb 2, 2006|8:00p|Cleveland Cavaliers|73|Miami Heat|101|Box Score|20,168|
Thu, Feb 2, 2006|10:30p|San Antonio Spurs|89|Golden State Warriors|86|Box Score|17,223|
Fri, Feb 3, 2006|7:00p|Orlando Magic|94|Atlanta Hawks|96|Box Score|13,259|
Fri, Feb 3, 2006|7:00p|New York Knicks|90|Toronto Raptors|104|Box Score|15,858|
Fri, Feb 3, 2006|7:30p|Los Angeles Clippers|98|Boston Celtics|81|Box Score|17,157|
